"Date (UTC)","Timestamp (UTC)","↑ 200k","↑ 150k","↑ 140k","↑ 130k","↑ 125k","↑ 115k","↑ 120k","↑ 110k","↓ 105k","↓ 100k","↓ 95k","↓ 90k","↓ 60k"
"07-16-2025 21:00","1752699608","0.0055","0.025","0.0565","0.265","0.565","","","","","0.04","0.021","0.0135","0.0055"
"07-16-2025 22:00","1752703208","0.0055","0.0265","0.0575","0.2435","0.555","","","","","0.0335","0.021","0.013","0.005"
"07-16-2025 23:00","1752706807","0.0055","0.0245","0.0545","0.2165","0.495","","","","","0.0515","0.0215","0.013","0.005"
"07-17-2025 00:00","1752710408","0.0055","0.024","0.0455","0.2225","0.5","","","","","0.054","0.0215","0.013","0.005"
"07-17-2025 01:00","1752714008","0.0055","0.0225","0.049","0.2255","0.525","","","","","0.051","0.0215","0.013","0.005"
"07-17-2025 02:00","1752717608","0.0055","0.0225","0.0475","0.187","0.46","","","","","0.052","0.0215","0.013","0.0045"
"07-17-2025 03:00","1752721208","0.0055","0.021","0.049","0.1995","0.48","","","","","0.0525","0.024","0.013","0.0045"
"07-17-2025 04:00","1752724808","0.0055","0.0185","0.043","0.1815","0.47","","","","","0.0515","0.025","0.019","0.0045"
"07-17-2025 05:00","1752728408","0.0055","0.0185","0.0435","0.192","0.495","","","","","0.0495","0.0275","0.019","0.0045"
"07-17-2025 06:00","1752732008","0.0055","0.017","0.0345","0.192","0.485","","","","","0.045","0.0275","0.019","0.0045"
"07-17-2025 07:00","1752735608","0.0055","0.0145","0.046","0.1885","0.495","","","","","0.0435","0.028","0.019","0.0045"
"07-17-2025 08:00","1752739208","0.0055","0.0145","0.041","0.2005","0.485","","","","","0.042","0.0285","0.019","0.0045"
"07-17-2025 09:00","1752742808","0.0055","0.016","0.0385","0.1955","0.485","","","","","0.042","0.0265","0.019","0.0045"
"07-17-2025 10:00","1752746408","0.0055","0.0145","0.039","0.2165","0.515","","","","","0.0425","0.0255","0.0165","0.0045"
"07-17-2025 11:00","1752750008","0.0055","0.014","0.039","0.2035","0.485","","","","","0.038","0.0245","0.018","0.0045"
"07-17-2025 12:00","1752753607","0.0055","0.0155","0.038","0.183","0.465","","","","","0.0425","0.025","0.0185","0.0045"
"07-17-2025 13:00","1752757208","0.0055","0.0165","0.0335","0.1855","0.46","","","","","0.048","0.0245","0.018","0.0045"
"07-17-2025 14:00","1752760807","0.0055","0.0165","0.034","0.189","0.495","","","","","0.052","0.024","0.015","0.0045"
"07-17-2025 15:00","1752764409","0.0055","0.017","0.0375","0.193","0.52","","","","","0.049","0.0215","0.0145","0.0045"
"07-17-2025 16:00","1752768008","0.0055","0.02","0.0365","0.185","0.525","","","","","0.048","0.021","0.014","0.0045"
"07-17-2025 17:00","1752771608","0.0055","0.019","0.036","0.165","0.48","","","","","0.0475","0.021","0.0145","0.0045"
"07-17-2025 18:00","1752775208","0.0055","0.0195","0.0365","0.199","0.525","","","","","0.0495","0.0205","0.014","0.0045"
"07-17-2025 19:00","1752778808","0.0055","0.02","0.0425","0.215","0.545","","","","","0.0435","0.0235","0.0125","0.0045"
"07-17-2025 20:00","1752782408","0.0055","0.0205","0.0445","0.2065","0.495","","","","","0.043","0.0255","0.0135","0.0045"
"07-17-2025 21:00","1752786007","0.0055","0.0195","0.0565","0.2225","0.515","","","","","0.0375","0.0265","0.0115","0.0045"
"07-17-2025 22:00","1752789608","0.0055","0.0225","0.0745","0.295","0.625","","","","","0.034","0.022","0.0125","0.0045"
"07-17-2025 23:00","1752793209","0.0055","0.017","0.0695","0.2755","0.57","","","","","0.04","0.022","0.0125","0.0045"
"07-18-2025 00:00","1752796808","0.0055","0.017","0.062","0.2385","0.525","","","","","0.0445","0.0235","0.013","0.0045"
"07-18-2025 01:00","1752800408","0.0055","0.021","0.0555","0.259","0.57","","","","","0.0415","0.0235","0.013","0.0045"
"07-18-2025 02:00","1752804008","0.0055","0.0245","0.0705","0.2995","0.615","","","","","0.043","0.019","0.0125","0.0045"
"07-18-2025 03:00","1752807608","0.0055","0.022","0.0715","0.2915","0.62","","","","","0.0445","0.0205","0.0145","0.0045"
"07-18-2025 04:00","1752811207","0.0055","0.018","0.0695","0.293","0.615","","","","","0.04","0.0205","0.013","0.004"
"07-18-2025 05:00","1752814808","0.0055","0.0205","0.073","0.2955","0.63","","","","","0.0345","0.0205","0.013","0.0035"
"07-18-2025 06:00","1752818407","0.0055","0.023","0.072","0.299","0.635","","","","","0.0365","0.02","0.0135","0.0035"
"07-18-2025 07:00","1752822007","0.0055","0.022","0.0685","0.2765","0.615","","","","","0.038","0.02","0.013","0.0035"
"07-18-2025 08:00","1752825607","0.0055","0.021","0.0665","0.234","0.53","","","","","0.0385","0.019","0.013","0.0035"
"07-18-2025 09:00","1752829209","0.0055","0.0205","0.0515","0.206","0.48","","","","","0.0385","0.0195","0.013","0.0035"
"07-18-2025 10:00","1752832808","0.0055","0.02","0.0445","0.2035","0.49","","","","","0.041","0.019","0.013","0.0035"
"07-18-2025 11:00","1752836408","0.0055","0.0195","0.043","0.2105","0.505","","","","","0.044","0.019","0.013","0.0035"
"07-18-2025 12:00","1752840008","0.0055","0.0195","0.043","0.2065","0.52","","","","","0.0445","0.019","0.013","0.0035"
"07-18-2025 13:00","1752843608","0.0045","0.0195","0.0435","0.2205","0.53","","","","","0.0435","0.019","0.014","0.0025"
"07-18-2025 14:00","1752847208","0.0055","0.013","0.035","0.213","0.485","","","","","0.044","0.019","0.0145","0.0025"
"07-18-2025 15:00","1752850808","0.0055","0.014","0.029","0.1885","0.445","","","","","0.05","0.0195","0.014","0.0025"
"07-18-2025 16:00","1752854408","0.0045","0.0135","0.0345","0.1835","0.415","","","","","0.052","0.0195","0.014","0.0025"
"07-18-2025 17:00","1752858009","0.0045","0.0155","0.035","0.176","0.39","","","","","0.0525","0.021","0.015","0.0025"
"07-18-2025 18:00","1752861608","0.0045","0.017","0.0345","0.17","0.375","","","","","0.048","0.0205","0.0155","0.0025"
"07-18-2025 19:00","1752865208","0.0045","0.015","0.026","0.1615","0.365","","","","","0.052","0.024","0.0155","0.0025"
"07-18-2025 20:00","1752868808","0.004","0.0155","0.024","0.165","0.375","","","","","0.0505","0.023","0.0155","0.0025"
"07-18-2025 21:00","1752872409","0.004","0.015","0.022","0.165","0.38","","","","","0.052","0.023","0.0155","0.0025"
"07-18-2025 22:00","1752876009","0.004","0.017","0.0275","0.1445","0.395","","","","","0.048","0.022","0.0135","0.0025"
"07-18-2025 23:00","1752879609","0.004","0.018","0.0315","0.147","0.395","","","","","0.0415","0.0225","0.015","0.0025"
"07-19-2025 00:00","1752883209","0.004","0.0155","0.032","0.157","0.415","","","","","0.0435","0.0225","0.013","0.0025"
"07-19-2025 01:00","1752886807","0.004","0.0155","0.032","0.148","0.4","","","","","0.0435","0.0235","0.0135","0.0025"
"07-19-2025 02:00","1752890408","0.004","0.0195","0.0315","0.1645","0.4","","","","","0.0435","0.021","0.013","0.0025"
"07-19-2025 03:00","1752894008","0.004","0.0195","0.0335","0.1615","0.42","","","","","0.0435","0.0205","0.014","0.0025"
"07-19-2025 04:00","1752897607","0.0035","0.016","0.035","0.1665","0.425","","","","","0.0375","0.023","0.0135","0.0015"
"07-19-2025 05:00","1752901208","0.004","0.0165","0.0325","0.162","0.425","","","","","0.038","0.022","0.014","0.0015"
"07-19-2025 06:00","1752904808","0.004","0.016","0.032","0.159","0.42","","","","","0.035","0.022","0.014","0.0015"
"07-19-2025 07:00","1752908407","0.004","0.0145","0.032","0.158","0.415","","","","","0.036","0.0225","0.0135","0.0015"
"07-19-2025 08:00","1752912008","0.004","0.0155","0.0315","0.155","0.415","","","","","0.0405","0.0225","0.0135","0.0015"
"07-19-2025 09:00","1752915609","0.0035","0.016","0.0325","0.1455","0.415","","","","","0.043","0.022","0.013","0.002"
"07-19-2025 10:00","1752919208","0.003","0.015","0.0325","0.1455","0.415","","","","","0.0425","0.022","0.013","0.003"
"07-19-2025 11:00","1752922808","0.003","0.0145","0.034","0.1525","0.415","","","","","0.0425","0.0225","0.0135","0.003"
"07-19-2025 12:00","1752926408","0.003","0.018","0.0375","0.1525","0.4","","","","","0.043","0.023","0.0135","0.0025"
"07-19-2025 13:00","1752930009","0.003","0.018","0.033","0.149","0.385","","","","","0.042","0.023","0.013","0.0025"
"07-19-2025 14:00","1752933608","0.0035","0.018","0.034","0.1455","0.385","","","","","0.0395","0.023","0.013","0.0035"
"07-19-2025 15:00","1752937208","0.0035","0.0175","0.034","0.1385","0.345","","","","","0.0415","0.023","0.013","0.0035"
"07-19-2025 16:00","1752940808","0.003","0.015","0.035","0.145","0.39","","","","","0.0425","0.023","0.013","0.003"
"07-19-2025 17:00","1752944408","0.0025","0.0155","0.034","0.1355","0.37","","","","","0.0435","0.023","0.013","0.003"
"07-19-2025 18:00","1752948007","0.0025","0.0155","0.0345","0.1285","0.355","","","","","0.0425","0.023","0.0125","0.003"
"07-19-2025 19:00","1752951608","0.0025","0.016","0.0345","0.116","0.365","","","","","0.0415","0.0225","0.0115","0.003"
"07-19-2025 20:00","1752955209","0.0025","0.015","0.0345","0.1305","0.365","","","","","0.0405","0.0225","0.0115","0.0025"
"07-19-2025 21:00","1752958808","0.0025","0.0155","0.0345","0.135","0.355","","","","","0.0405","0.0225","0.0115","0.004"
"07-19-2025 22:00","1752962408","0.0025","0.015","0.0345","0.128","0.35","","","","","0.0515","0.0225","0.011","0.004"
"07-19-2025 23:00","1752966008","0.0025","0.015","0.0345","0.1295","0.365","","","","","0.0505","0.0225","0.011","0.004"
"07-20-2025 00:00","1752969608","0.0025","0.015","0.0345","0.128","0.365","","","","","0.0505","0.022","0.011","0.004"
"07-20-2025 01:00","1752973208","0.0025","0.0145","0.0345","0.136","0.36","","","","","0.0465","0.022","0.011","0.004"
"07-20-2025 02:00","1752976808","0.0025","0.0145","0.032","0.119","0.36","","","","","0.0465","0.022","0.012","0.004"
"07-20-2025 03:00","1752980409","0.0025","0.015","0.0335","0.11","0.355","","","","","0.0415","0.022","0.012","0.0035"
"07-20-2025 04:00","1752984008","0.0025","0.0155","0.0335","0.117","0.355","","","","","0.049","0.0205","0.0105","0.0035"
"07-20-2025 05:00","1752987608","0.0025","0.0155","0.038","0.1175","0.365","","","","","0.05","0.0205","0.0095","0.0035"
"07-20-2025 06:00","1752991208","0.0025","0.0155","0.038","0.1105","0.355","","","","","0.0415","0.0205","0.0095","0.0035"
"07-20-2025 07:00","1752994807","0.0025","0.016","0.0395","0.1095","0.375","","","","","0.0355","0.021","0.011","0.0035"
"07-20-2025 08:00","1752998408","0.0015","0.015","0.0395","0.116","0.36","","","","","0.034","0.022","0.009","0.0025"
"07-20-2025 09:00","1753002008","0.0025","0.0155","0.0375","0.1205","0.395","","","","","0.035","0.0185","0.0095","0.0025"
"07-20-2025 10:00","1753005607","0.0025","0.0155","0.0385","0.109","0.385","","","","","0.037","0.022","0.009","0.0025"
"07-20-2025 11:00","1753009207","0.0025","0.0145","0.037","0.115","0.37","","","","","0.0365","0.021","0.0095","0.0025"
"07-20-2025 12:00","1753012808","0.0025","0.0165","0.036","0.108","0.365","","","","","0.0355","0.021","0.009","0.0025"
"07-20-2025 13:00","1753016408","0.0025","0.015","0.0325","0.1195","0.385","","","","","0.0345","0.021","0.0095","0.0025"
"07-20-2025 14:00","1753020007","0.0025","0.015","0.035","0.123","0.395","","","","","0.035","0.019","0.0095","0.003"
"07-20-2025 15:00","1753023608","0.0025","0.0155","0.037","0.138","0.425","","","","","0.032","0.018","0.0095","0.0025"
"07-20-2025 16:00","1753027207","0.0025","0.015","0.034","0.144","0.425","","","","","0.029","0.0185","0.0085","0.0025"
"07-20-2025 17:00","1753030807","0.0025","0.0155","0.0395","0.133","0.42","","","","","0.0285","0.0185","0.0085","0.0025"
"07-20-2025 18:00","1753034408","0.0025","0.0165","0.039","0.128","0.375","","","","","0.0315","0.018","0.0085","0.0025"
"07-20-2025 19:00","1753038008","0.0025","0.0165","0.0355","0.149","0.395","","","","","0.0315","0.018","0.0085","0.0025"
"07-20-2025 20:00","1753041607","0.0025","0.0155","0.034","0.139","0.395","","","","","0.0325","0.0175","0.0085","0.003"
"07-20-2025 21:00","1753045207","0.0025","0.0155","0.033","0.1265","0.385","","","","","0.032","0.0175","0.0085","0.003"
"07-20-2025 22:00","1753048807","0.0025","0.0155","0.0325","0.1175","0.365","","","","","0.0305","0.0175","0.0085","0.0025"
"07-20-2025 23:00","1753052407","0.0025","0.0155","0.0365","0.1195","0.365","","","","","0.036","0.0195","0.0095","0.003"
"07-21-2025 00:00","1753056007","0.0025","0.0155","0.031","0.1105","0.34","","","","","0.0345","0.018","0.0095","0.003"
"07-21-2025 01:00","1753059607","0.002","0.0155","0.0345","0.1125","0.35","","","","","0.036","0.018","0.0085","0.003"
"07-21-2025 02:00","1753063208","0.0015","0.0155","0.0345","0.1015","0.33","","","","","0.038","0.017","0.0095","0.0035"
"07-21-2025 03:00","1753066807","0.002","0.0155","0.0375","0.1155","0.385","","","","","0.0325","0.017","0.0085","0.003"
"07-21-2025 04:00","1753070408","0.0015","0.014","0.0375","0.1275","0.4","","","","","0.036","0.016","0.009","0.0035"
"07-21-2025 05:00","1753074007","0.0025","0.014","0.0375","0.1275","0.405","","","","","0.0365","0.014","0.009","0.0035"
"07-21-2025 06:00","1753077608","0.0015","0.0135","0.0375","0.122","0.395","","","","","0.0365","0.0145","0.009","0.003"
"07-21-2025 07:00","1753081207","0.0015","0.0145","0.0375","0.1495","0.45","","","","","0.0315","0.0135","0.009","0.0025"
"07-21-2025 08:00","1753084807","0.0015","0.0145","0.0375","0.157","0.485","","","","","0.0305","0.014","0.0095","0.0025"
"07-21-2025 09:00","1753088408","0.0015","0.015","0.0335","0.148","0.455","","","","","0.0285","0.0135","0.0105","0.005"
"07-21-2025 10:00","1753092007","0.0015","0.0145","0.0355","0.1355","0.435","","","","","0.0285","0.015","0.011","0.005"
"07-21-2025 11:00","1753095608","0.0015","0.0155","0.031","0.129","0.425","","","","","0.0275","0.015","0.011","0.005"
"07-21-2025 12:00","1753099207","0.0015","0.015","0.0335","0.1255","0.405","","","","","0.0285","0.014","0.0115","0.0045"
"07-21-2025 13:00","1753102809","0.0015","0.0145","0.0325","0.1195","0.385","","","","","0.0285","0.014","0.011","0.0045"
"07-21-2025 14:00","1753106408","0.0015","0.015","0.0295","0.13","0.435","","","","","0.026","0.0135","0.011","0.004"
"07-21-2025 15:00","1753110007","0.0015","0.0145","0.0355","0.1435","0.445","","","","","0.0235","0.0125","0.0105","0.0035"
"07-21-2025 16:00","1753113608","0.0015","0.0145","0.0325","0.1115","0.395","","","","","0.0285","0.013","0.012","0.0025"
"07-21-2025 17:00","1753117208","0.0015","0.014","0.029","0.1015","0.33","","","","","0.034","0.015","0.011","0.005"
"07-21-2025 18:00","1753120808","0.0015","0.013","0.029","0.097","0.325","","","","","0.034","0.015","0.011","0.0035"
"07-21-2025 19:00","1753124408","0.0015","0.0125","0.026","0.0995","0.305","","","","","0.032","0.015","0.0115","0.004"
"07-21-2025 20:00","1753128008","0.0015","0.0125","0.0285","0.0925","0.275","","","","","0.0365","0.018","0.0115","0.0025"
"07-21-2025 21:00","1753131608","0.0015","0.0125","0.023","0.0875","0.295","","","","","0.0365","0.0185","0.0115","0.0025"
"07-21-2025 22:00","1753135209","0.0015","0.013","0.024","0.092","0.305","","","","","0.0355","0.017","0.011","0.0025"
"07-21-2025 23:00","1753138808","0.0015","0.013","0.0245","0.0975","0.31","","","","","0.035","0.018","0.011","0.0025"
"07-22-2025 00:00","1753142409","0.0015","0.0115","0.0285","0.0925","0.29","","","","","0.0345","0.0185","0.011","0.0025"
"07-22-2025 01:00","1753146009","0.0015","0.011","0.0265","0.0915","0.275","","","","","0.0345","0.018","0.011","0.0025"
"07-22-2025 02:00","1753149609","0.0015","0.011","0.026","0.1005","0.32","","","","","0.0335","0.018","0.011","0.0025"
"07-22-2025 03:00","1753153208","0.0015","0.0095","0.0255","0.0855","0.29","","","","","0.0345","0.0185","0.011","0.0025"
"07-22-2025 04:00","1753156809","0.0015","0.0115","0.0295","0.081","0.285","","","","","0.033","0.0185","0.0105","0.0025"
"07-22-2025 05:00","1753160408","0.0015","0.01","0.028","0.0705","0.275","","","","","0.0335","0.0195","0.0115","0.0025"
"07-22-2025 06:00","1753164008","0.0025","0.0105","0.028","0.0815","0.295","","","","","0.0345","0.019","0.011","0.0025"
"07-22-2025 07:00","1753167609","0.002","0.0105","0.03","0.089","0.305","","","","","0.032","0.018","0.0095","0.0025"
"07-22-2025 08:00","1753171208","0.0015","0.012","0.033","0.0995","0.325","","","","","0.028","0.0165","0.008","0.0025"
"07-22-2025 09:00","1753174808","0.0015","0.012","0.0295","0.105","0.345","","","","","0.026","0.0165","0.0075","0.0025"
"07-22-2025 10:00","1753178408","0.0025","0.013","0.0335","0.1075","0.355","","","","","0.027","0.0165","0.0075","0.0025"
"07-22-2025 11:00","1753182009","0.0025","0.0145","0.035","0.1165","0.375","","","","","0.0245","0.0165","0.0075","0.003"
"07-22-2025 12:00","1753185609","0.0025","0.0145","0.0385","0.136","0.395","","","","","0.0225","0.0165","0.0075","0.0035"
"07-22-2025 13:00","1753189210","0.0025","0.0145","0.032","0.1215","0.395","","","","","0.0175","0.0135","0.0075","0.0025"
"07-22-2025 14:00","1753192810","0.0025","0.014","0.0285","0.0945","0.315","","","","","0.0175","0.012","0.0075","0.0025"
"07-22-2025 15:00","1753196408","0.0025","0.0145","0.029","0.1145","0.37","","","","","0.0195","0.011","0.0075","0.0025"
"07-22-2025 16:00","1753200008","0.0015","0.0135","0.0235","0.1015","0.335","","","","","0.019","0.012","0.0075","0.0025"
"07-22-2025 17:00","1753203610","0.0015","0.007","0.013","0.1095","0.34","","","","","0.0205","0.0125","0.0075","0.0025"
"07-22-2025 18:00","1753207209","0.0015","0.014","0.0225","0.1205","0.365","","","","","0.021","0.0125","0.009","0.0025"
"07-22-2025 19:00","1753210809","0.0015","0.0115","0.024","0.1445","0.415","","","","","0.014","0.012","0.009","0.0025"
"07-22-2025 20:00","1753214409","0.0015","0.011","0.0255","0.1305","0.395","","","","","0.017","0.012","0.009","0.0025"
"07-22-2025 21:00","1753218009","0.0015","0.011","0.0265","0.132","0.42","","","","","0.0155","0.0125","0.009","0.0025"
"07-22-2025 22:00","1753221609","0.0015","0.009","0.026","0.1335","0.4","","","","","0.015","0.012","0.01","0.0025"
"07-22-2025 23:00","1753225209","0.0015","0.01","0.03","0.1465","0.43","","","","","0.015","0.011","0.01","0.0025"
"07-23-2025 00:00","1753228809","0.0015","0.01","0.0305","0.151","0.445","","","","","0.015","0.011","0.0105","0.0025"
"07-23-2025 01:00","1753232409","0.0015","0.01","0.0285","0.144","0.42","","","","","0.0145","0.0105","0.0085","0.0025"
"07-23-2025 02:00","1753236009","0.0015","0.01","0.0265","0.1225","0.41","","","","","0.013","0.0085","0.0085","0.0025"
"07-23-2025 03:00","1753239608","0.0015","0.0095","0.0245","0.116","0.365","","","","","0.013","0.008","0.0085","0.0025"
"07-23-2025 04:00","1753243209","0.0015","0.0085","0.0225","0.1095","0.33","","","","","0.015","0.008","0.011","0.0025"
"07-23-2025 05:00","1753246803","0.0015","0.009","0.0225","0.1065","0.35","","","","","0.015","0.0085","0.011","0.0025"
"07-23-2025 05:00","1753246824","0.0015","0.009","0.0225","0.1065","0.345","","","","","0.015","0.0085","0.011","0.0025"
"07-23-2025 06:00","1753250408","0.0015","0.01","0.02","0.1015","0.325","","","","","0.0155","0.0085","0.009","0.0025"
"07-23-2025 07:00","1753254008","0.0015","0.01","0.018","0.0855","0.31","","","","","0.015","0.009","0.0095","0.0025"
"07-23-2025 08:00","1753257609","0.0015","0.0105","0.0165","0.0785","0.305","","","","","0.0165","0.0115","0.008","0.0025"
"07-23-2025 09:00","1753261209","0.0015","0.01","0.015","0.0805","0.3","","","","","0.016","0.011","0.008","0.0025"
"07-23-2025 10:00","1753264809","0.0015","0.0115","0.0145","0.075","0.275","","","","","0.017","0.011","0.0085","0.0025"
"07-23-2025 11:00","1753268408","0.0015","0.0115","0.0165","0.063","0.285","","","","","0.0175","0.0115","0.008","0.0025"
"07-23-2025 12:00","1753272009","0.0005","0.009","0.0155","0.0695","0.3","","","","","0.019","0.0115","0.008","0.0025"
"07-23-2025 13:00","1753275608","0.0005","0.0105","0.0165","0.066","0.27","","","","","0.0225","0.014","0.0085","0.0025"
"07-23-2025 14:00","1753279209","0.0005","0.0125","0.0165","0.054","0.235","","","","","0.0285","0.015","0.0085","0.0025"
"07-23-2025 15:00","1753282809","0.0005","0.0095","0.0135","0.055","0.26","","","","","0.0235","0.0155","0.0085","0.0025"
"07-23-2025 16:00","1753286410","0.0005","0.009","0.0205","0.064","0.315","","","","","0.0235","0.0155","0.008","0.0025"
"07-23-2025 17:00","1753290009","0.0005","0.0095","0.0155","0.0635","0.25","","","","","0.0235","0.015","0.008","0.0015"
"07-23-2025 18:00","1753293609","0.0005","0.0085","0.013","0.0625","0.265","","","","","0.021","0.0135","0.0075","0.0015"
"07-23-2025 19:00","1753297208","0.0005","0.009","0.0125","0.068","0.285","","","","","0.023","0.0135","0.007","0.0015"
"07-23-2025 20:00","1753300809","0.0005","0.009","0.0135","0.0675","0.29","","","","","0.0225","0.0135","0.007","0.0015"
"07-23-2025 21:00","1753304409","0.0005","0.009","0.0135","0.064","0.255","","","","","0.0265","0.0145","0.007","0.0015"
"07-23-2025 22:00","1753308009","0.0005","0.0075","0.013","0.0675","0.27","","","","","0.025","0.014","0.007","0.0015"
"07-23-2025 23:00","1753311609","0.0015","0.006","0.012","0.0685","0.295","","","","","0.0215","0.0125","0.007","0.0015"
"07-24-2025 00:00","1753315209","0.0015","0.006","0.013","0.066","0.305","","","","","0.0205","0.012","0.007","0.0015"
"07-24-2025 01:00","1753318808","0.0015","0.006","0.013","0.078","0.32","","","","","0.0195","0.012","0.0065","0.0015"
"07-24-2025 02:00","1753322409","0.0015","0.006","0.0145","0.078","0.33","","","","","0.019","0.011","0.0065","0.0015"
"07-24-2025 03:00","1753326009","0.0005","0.006","0.015","0.0855","0.32","","","","","0.018","0.0105","0.006","0.0015"
"07-24-2025 04:00","1753329609","0.0005","0.006","0.015","0.083","0.3","","","","","0.02","0.0095","0.0055","0.0015"
"07-24-2025 05:00","1753333209","0.0005","0.006","0.0145","0.054","0.255","","","","","0.0245","0.0125","0.0055","0.0015"
"07-24-2025 06:00","1753336809","0.0005","0.006","0.015","0.043","0.225","","","","","0.0245","0.014","0.007","0.0015"
"07-24-2025 07:00","1753340409","0.0005","0.005","0.015","0.041","0.215","","","","","0.0265","0.0155","0.007","0.0015"
"07-24-2025 08:00","1753344009","0.0005","0.0055","0.015","0.0555","0.275","","","","","0.024","0.015","0.007","0.0015"
"07-24-2025 09:00","1753347610","0.0005","0.0055","0.014","0.061","0.28","","","","","0.02","0.0135","0.008","0.0015"
"07-24-2025 10:00","1753351210","0.0005","0.0065","0.014","0.0555","0.26","","","","","0.019","0.0135","0.008","0.0015"
"07-24-2025 11:00","1753354810","0.0005","0.0055","0.0165","0.051","0.245","","","","0.5","0.017","0.0125","0.008","0.0015"
"07-24-2025 12:00","1753358409","0.0005","0.0075","0.014","0.055","0.255","","","","0.085","0.017","0.012","0.0085","0.0015"
"07-24-2025 13:00","1753362008","0.0005","0.006","0.0145","0.0605","0.245","","","","0.07","0.018","0.0115","0.008","0.0015"
"07-24-2025 14:00","1753365608","0.0005","0.006","0.014","0.0505","0.235","","","","0.05","0.0185","0.0115","0.0075","0.0015"
"07-24-2025 15:00","1753369209","0.0005","0.006","0.014","0.0635","0.285","","","","0.09","0.0205","0.0115","0.007","0.0015"
"07-24-2025 16:00","1753372809","0.0005","0.0085","0.014","0.0635","0.295","","","","0.045","0.0175","0.012","0.0065","0.0005"
