"Date (UTC)","Timestamp (UTC)","↑ 200k","↑ 150k","↑ 140k","↑ 130k","↑ 125k","↑ 115k","↑ 120k","↑ 110k","↓ 105k","↓ 100k","↓ 95k","↓ 90k","↓ 60k"
"07-24-2025 17:00","1753376409","0.0005","0.011","0.0185","0.061","0.265","","","","0.065","0.0185","0.012","0.0065","0.0005"
"07-24-2025 18:00","1753380010","0.0005","0.011","0.019","0.062","0.3","","","","0.05","0.0185","0.011","0.006","0.0005"
"07-24-2025 19:00","1753383609","0.0005","0.011","0.019","0.0615","0.285","","","","0.05","0.019","0.011","0.0055","0.0005"
"07-24-2025 20:00","1753387209","0.0005","0.011","0.019","0.067","0.28","","","","0.05","0.019","0.0105","0.0055","0.0005"
"07-24-2025 21:00","1753390808","0.0005","0.011","0.0185","0.0615","0.255","","","","0.05","0.02","0.0105","0.005","0.0005"
"07-24-2025 22:00","1753394409","0.0005","0.01","0.015","0.05","0.255","","","","0.045","0.019","0.0105","0.0045","0.0005"
"07-24-2025 23:00","1753398009","0.0005","0.01","0.0145","0.0475","0.235","","","","0.05","0.019","0.01","0.0045","0.0005"
"07-25-2025 00:00","1753401609","0.0005","0.0105","0.0145","0.0505","0.235","","","","0.05","0.0195","0.0105","0.0045","0.0005"
"07-25-2025 01:00","1753405209","0.0005","0.008","0.0145","0.0435","0.215","","","","0.065","0.0215","0.01","0.004","0.0005"
"07-25-2025 02:00","1753408809","0.0005","0.007","0.0145","0.0455","0.19","","","","0.065","0.0215","0.01","0.0045","0.0005"
"07-25-2025 03:00","1753412409","0.001","0.0075","0.0135","0.0355","0.16","","","","0.075","0.023","0.0105","0.0045","0.0005"
"07-25-2025 04:00","1753416009","0.0015","0.008","0.011","0.0245","0.135","","","","0.115","0.036","0.013","0.005","0.0005"
"07-25-2025 05:00","1753419609","0.0015","0.0075","0.0095","0.0355","0.15","","","","0.1","0.0345","0.0135","0.0055","0.0005"
"07-25-2025 06:00","1753423209","0.0015","0.0065","0.0085","0.031","0.145","","","","0.095","0.036","0.013","0.0055","0.0005"
"07-25-2025 07:00","1753426808","0.0015","0.007","0.0085","0.028","0.13","","","","0.085","0.036","0.013","0.0055","0.0005"
"07-25-2025 08:00","1753430408","0.001","0.0065","0.009","0.0305","0.115","","","","0.1","0.0405","0.015","0.0045","0.0005"
"07-25-2025 09:00","1753434009","0.0015","0.0065","0.0085","0.028","0.11","","","","0.095","0.036","0.0145","0.003","0.0005"
"07-25-2025 10:00","1753437608","0.001","0.0065","0.0085","0.022","0.14","","","","0.07","0.028","0.0145","0.003","0.0015"
"07-25-2025 11:00","1753441209","0.001","0.007","0.0085","0.0305","0.14","","","","0.07","0.025","0.0145","0.0035","0.0015"
"07-25-2025 12:00","1753444809","0.001","0.0075","0.008","0.036","0.14","","","","0.065","0.024","0.0145","0.0035","0.0015"
"07-25-2025 13:00","1753448409","0.001","0.008","0.0105","0.0365","0.135","","","","0.07","0.0245","0.0145","0.003","0.0015"
"07-25-2025 14:00","1753452010","0.001","0.0075","0.009","0.026","0.135","","","","0.055","0.025","0.014","0.0055","0.0015"
"07-25-2025 15:00","1753455609","0.0005","0.0075","0.0095","0.0275","0.11","","","","0.055","0.0285","0.015","0.006","0.0015"
"07-25-2025 16:00","1753459210","0.0005","0.007","0.011","0.0325","0.125","","","","0.055","0.028","0.0115","0.0055","0.0015"
"07-25-2025 17:00","1753462809","0.001","0.007","0.011","0.0385","0.15","","","","0.055","0.031","0.009","0.0055","0.0015"
"07-25-2025 18:00","1753466410","0.001","0.0075","0.0105","0.0385","0.14","","","","0.06","0.0305","0.0085","0.0055","0.0015"
"07-25-2025 19:00","1753470009","0.001","0.0065","0.009","0.0395","0.14","","","","0.065","0.03","0.009","0.006","0.0015"
"07-25-2025 20:00","1753473610","0.0015","0.0065","0.009","0.037","0.155","","","","0.05","0.0295","0.0085","0.006","0.0015"
"07-25-2025 21:00","1753477210","0.0015","0.0065","0.009","0.0395","0.175","","","","0.05","0.0255","0.009","0.006","0.0015"
"07-25-2025 22:00","1753480810","0.0015","0.008","0.009","0.0465","0.19","","","","0.045","0.0215","0.0095","0.0055","0.0005"
"07-25-2025 23:00","1753484409","0.0015","0.0055","0.009","0.045","0.205","","","","0.0355","0.0215","0.0095","0.005","0.0005"
"07-26-2025 00:00","1753488009","0.0015","0.0065","0.009","0.052","0.22","","","","0.036","0.0205","0.0105","0.0055","0.0005"
"07-26-2025 01:00","1753491610","0.0005","0.0075","0.009","0.0495","0.205","","","","0.0345","0.019","0.01","0.0055","0.0005"
"07-26-2025 02:00","1753495210","0.0005","0.008","0.0085","0.049","0.19","","","","0.037","0.0215","0.0115","0.0055","0.0005"
"07-26-2025 03:00","1753498810","0.0005","0.0065","0.0085","0.0455","0.19","","","","0.034","0.0225","0.011","0.004","0.0005"
"07-26-2025 04:00","1753502409","0.0005","0.007","0.007","0.0455","0.18","","","","0.034","0.019","0.009","0.004","0.0005"
"07-26-2025 05:00","1753506009","0.0005","0.007","0.0075","0.0455","0.18","","","","0.034","0.019","0.0085","0.004","0.0005"
"07-26-2025 06:00","1753509608","0.0015","0.0065","0.0075","0.0355","0.17","","","","0.036","0.0205","0.008","0.004","0.0005"
"07-26-2025 07:00","1753513209","0.0015","0.007","0.007","0.0355","0.165","","","","0.04","0.015","0.008","0.0035","0.0005"
"07-26-2025 08:00","1753516809","0.001","0.006","0.006","0.035","0.165","","","","0.0355","0.017","0.008","0.0035","0.0005"
"07-26-2025 09:00","1753520409","0.001","0.0065","0.008","0.0295","0.165","","","","0.0335","0.0165","0.0095","0.0035","0.0005"
"07-26-2025 10:00","1753524009","0.0015","0.006","0.008","0.033","0.16","","","","0.029","0.0165","0.0085","0.0035","0.0015"
"07-26-2025 11:00","1753527609","0.0015","0.006","0.008","0.034","0.185","","","","0.0285","0.0145","0.009","0.0035","0.001"
"07-26-2025 12:00","1753531210","0.0005","0.0065","0.009","0.037","0.185","","","","0.028","0.014","0.0095","0.0035","0.001"
"07-26-2025 13:00","1753534810","0.0005","0.0065","0.0085","0.041","0.19","","","","0.0285","0.0125","0.009","0.0035","0.0015"
"07-26-2025 14:00","1753538410","0.0005","0.007","0.0075","0.04","0.21","","","","0.028","0.014","0.009","0.0035","0.0015"
"07-26-2025 15:00","1753542009","0.0005","0.0045","0.007","0.0395","0.185","","","","0.0275","0.014","0.0085","0.004","0.001"
"07-26-2025 16:00","1753545609","0.0005","0.005","0.007","0.034","0.185","","","","0.0275","0.0135","0.0085","0.004","0.001"
"07-26-2025 17:00","1753549209","0.0005","0.0045","0.0065","0.0325","0.19","","","","0.0265","0.013","0.0085","0.0035","0.0015"
"07-26-2025 18:00","1753552809","0.0005","0.0045","0.0065","0.025","0.19","","","","0.023","0.013","0.009","0.0035","0.0015"
"07-26-2025 19:00","1753556409","0.0005","0.0045","0.0065","0.0235","0.17","","","","0.0205","0.0125","0.009","0.0035","0.0015"
"07-26-2025 20:00","1753560009","0.0005","0.0055","0.0065","0.0265","0.175","","","","0.0295","0.013","0.009","0.0035","0.001"
"07-26-2025 21:00","1753563608","0.0005","0.0055","0.0075","0.0245","0.16","","","","0.0295","0.013","0.009","0.0035","0.001"
"07-26-2025 22:00","1753567210","0.0005","0.006","0.008","0.028","0.16","","","","0.0295","0.012","0.009","0.0035","0.001"
"07-26-2025 23:00","1753570809","0.001","0.0095","0.008","0.02","0.17","","","","0.0295","0.0125","0.009","0.004","0.001"
"07-27-2025 00:00","1753574410","0.001","0.009","0.008","0.0175","0.155","","","","0.02","0.0125","0.012","0.004","0.001"
"07-27-2025 01:00","1753578009","0.001","0.0095","0.008","0.0155","0.155","","","","0.02","0.0115","0.0095","0.004","0.001"
"07-27-2025 02:00","1753581609","0.001","0.008","0.008","0.025","0.165","","","","0.019","0.0105","0.009","0.004","0.001"
"07-27-2025 03:00","1753585209","0.001","0.0085","0.008","0.024","0.175","","","","0.0215","0.0105","0.008","0.0035","0.001"
"07-27-2025 04:00","1753588808","0.0015","0.0095","0.008","0.023","0.18","","","","0.0195","0.0105","0.008","0.004","0.001"
"07-27-2025 05:00","1753592407","0.0015","0.0085","0.008","0.028","0.18","","","","0.02","0.0115","0.0075","0.004","0.001"
"07-27-2025 06:00","1753596009","0.0015","0.01","0.008","0.03","0.18","","","","0.018","0.0115","0.007","0.004","0.0015"
"07-27-2025 07:00","1753599609","0.0015","0.007","0.0075","0.028","0.195","","","","0.018","0.0115","0.0065","0.003","0.0015"
"07-27-2025 08:00","1753603209","0.0015","0.0095","0.0075","0.029","0.17","","","","0.0185","0.0115","0.0065","0.003","0.0015"
"07-27-2025 09:00","1753606808","0.0015","0.006","0.0085","0.025","0.16","","","","0.0185","0.012","0.007","0.003","0.0015"
"07-27-2025 10:00","1753610408","0.0005","0.0055","0.0075","0.021","0.165","","","","0.0185","0.0115","0.0065","0.0025","0.0015"
"07-27-2025 11:00","1753614008","0.0005","0.0085","0.0075","0.021","0.165","","","","0.011","0.011","0.0065","0.0025","0.0015"
"07-27-2025 12:00","1753617609","0.0015","0.0085","0.0105","0.0275","0.16","","","","0.0165","0.006","0.006","0.003","0.001"
"07-27-2025 13:00","1753621208","0.0015","0.0075","0.0105","0.025","0.15","","","","0.017","0.006","0.007","0.003","0.0015"
"07-27-2025 14:00","1753624809","0.0015","0.0095","0.01","0.026","0.155","","","","0.017","0.0065","0.006","0.0035","0.0015"
"07-27-2025 15:00","1753628409","0.0015","0.007","0.01","0.0255","0.165","","","","0.017","0.0065","0.0045","0.0035","0.0015"
"07-27-2025 16:00","1753632009","0.0015","0.008","0.015","0.0245","0.165","","","","0.017","0.0075","0.0045","0.0025","0.0015"
"07-27-2025 17:00","1753635608","0.0015","0.0075","0.013","0.0355","0.235","","","","0.014","0.0065","0.0045","0.0015","0.0015"
"07-27-2025 18:00","1753639208","0.0015","0.007","0.0165","0.033","0.24","","","","0.017","0.007","0.0045","0.0015","0.0015"
"07-27-2025 19:00","1753642808","0.0015","0.005","0.014","0.038","0.215","","","","0.014","0.007","0.006","0.003","0.0015"
"07-27-2025 20:00","1753646408","0.0015","0.005","0.013","0.036","0.2","","","","0.0155","0.0185","0.008","0.003","0.0015"
"07-27-2025 21:00","1753650008","0.0015","0.005","0.013","0.031","0.17","","","","0.0165","0.0095","0.0075","0.0025","0.0015"
"07-27-2025 22:00","1753653608","0.0015","0.005","0.014","0.0365","0.205","","","","0.015","0.0085","0.0055","0.0025","0.0015"
"07-27-2025 23:00","1753657208","0.0015","0.0075","0.0155","0.0425","0.23","","","","0.0145","0.007","0.006","0.0025","0.0015"
"07-28-2025 00:00","1753660809","0.0015","0.007","0.0135","0.0335","0.22","","","","0.0155","0.007","0.007","0.0025","0.0015"
"07-28-2025 01:00","1753664408","0.0015","0.008","0.0125","0.037","0.22","","","","0.014","0.0065","0.0095","0.0025","0.0015"
"07-28-2025 02:00","1753668008","0.001","0.0075","0.012","0.0345","0.19","","","","0.0135","0.0065","0.011","0.0025","0.0015"
"07-28-2025 03:00","1753671607","0.0015","0.007","0.012","0.0385","0.22","","","","0.01","0.0065","0.0105","0.0025","0.0015"
"07-28-2025 04:00","1753675208","0.001","0.0065","0.0115","0.038","0.205","","","","0.0145","0.009","0.005","0.0025","0.0015"
"07-28-2025 05:00","1753678808","0.0005","0.006","0.0115","0.0305","0.195","","","","0.0125","0.007","0.003","0.0015","0.0015"
"07-28-2025 06:00","1753682407","0.001","0.0055","0.0105","0.0245","0.215","","","","0.0095","0.006","0.0025","0.0015","0.0015"
"07-28-2025 07:00","1753686007","0.001","0.0055","0.011","0.0285","0.205","","","","0.0055","0.0035","0.0025","0.0015","0.0015"
"07-28-2025 08:00","1753689608","0.001","0.0055","0.011","0.0255","0.165","","","","0.01","0.008","0.0055","0.0015","0.0015"
"07-28-2025 09:00","1753693208","0.001","0.0055","0.0105","0.023","0.165","","","","0.0095","0.006","0.0075","0.0015","0.0015"
"07-28-2025 10:00","1753696808","0.0015","0.0045","0.01","0.0125","0.15","","","","0.008","0.0065","0.007","0.0015","0.0015"
"07-28-2025 11:00","1753700408","0.0015","0.005","0.0085","0.012","0.15","","","","0.01","0.0065","0.0065","0.0015","0.0015"
"07-28-2025 12:00","1753704009","0.0005","0.0035","0.007","0.0125","0.135","","","","0.01","0.0065","0.0045","0.0015","0.001"
"07-28-2025 13:00","1753707609","0.0005","0.0045","0.0105","0.0145","0.145","","","","0.009","0.011","0.0045","0.0015","0.001"
"07-28-2025 14:00","1753711208","0.0005","0.0045","0.0075","0.0225","0.12","","","","0.0115","0.0075","0.0035","0.0015","0.001"
"07-28-2025 15:00","1753714808","0.0005","0.0045","0.0075","0.019","0.1","","","","0.0165","0.0075","0.003","0.0015","0.001"
"07-28-2025 16:00","1753718408","0.0005","0.004","0.0075","0.019","0.11","","","","0.0135","0.0075","0.003","0.0015","0.001"
"07-28-2025 17:00","1753722008","0.0005","0.004","0.006","0.02","0.105","","","","0.013","0.0075","0.003","0.0015","0.001"
"07-28-2025 18:00","1753725608","0.0005","0.0025","0.006","0.022","0.085","","","","0.0135","0.0085","0.0035","0.0015","0.001"
"07-28-2025 19:00","1753729209","0.0005","0.0035","0.006","0.0175","0.085","","","","0.0175","0.0085","0.0035","0.0015","0.0005"
"07-28-2025 20:00","1753732810","0.0005","0.0025","0.0055","0.018","0.085","","","","0.017","0.009","0.0035","0.0015","0.0005"
"07-28-2025 21:00","1753736409","0.0005","0.003","0.0055","0.0205","0.08","","","","0.0165","0.0085","0.0035","0.0015","0.0005"
"07-28-2025 22:00","1753740009","0.0005","0.003","0.0065","0.017","0.095","","","","0.016","0.0085","0.0035","0.0015","0.0005"
"07-28-2025 23:00","1753743610","0.0005","0.003","0.007","0.0145","0.085","","","","0.016","0.0085","0.0035","0.0015","0.0005"
"07-29-2025 00:00","1753747210","0.0005","0.003","0.0055","0.0135","0.085","","","","0.0165","0.01","0.0035","0.0015","0.0005"
"07-29-2025 01:00","1753750808","0.0005","0.003","0.009","0.0145","0.085","","","","0.016","0.0105","0.0035","0.0015","0.0005"
"07-29-2025 02:00","1753754408","0.0005","0.003","0.009","0.0145","0.085","","","","0.016","0.0105","0.0035","0.0015","0.0005"
"07-29-2025 03:00","1753758009","0.0005","0.0035","0.009","0.016","0.085","","","","0.016","0.01","0.0035","0.0015","0.0005"
"07-29-2025 04:00","1753761610","0.0005","0.0035","0.008","0.015","0.105","","","","0.016","0.0085","0.0035","0.0005","0.0005"
"07-29-2025 05:00","1753765209","0.0005","0.0035","0.0075","0.0155","0.105","","","","0.016","0.008","0.0025","0.0005","0.0005"
"07-29-2025 06:00","1753768810","0.0005","0.0025","0.006","0.016","0.115","","","","0.017","0.008","0.0025","0.001","0.0005"
"07-29-2025 07:00","1753772409","0.0005","0.003","0.0045","0.0165","0.11","","","","0.015","0.0075","0.003","0.001","0.0005"
"07-29-2025 08:00","1753776008","0.0005","0.0015","0.0075","0.0145","0.11","","","","0.012","0.0075","0.0015","0.001","0.0005"
"07-29-2025 09:00","1753779609","0.0005","0.0025","0.005","0.0155","0.115","","","","0.0155","0.0075","0.0025","0.0015","0.0005"
"07-29-2025 10:00","1753783210","0.0005","0.0025","0.004","0.016","0.105","","","","0.015","0.008","0.0015","0.0015","0.0005"
"07-29-2025 11:00","1753786808","0.0005","0.0025","0.004","0.0155","0.095","","","","0.0155","0.008","0.0025","0.0015","0.0005"
"07-29-2025 12:00","1753790408","0.0005","0.002","0.004","0.018","0.085","","","","0.0155","0.0085","0.0025","0.0015","0.0005"
"07-29-2025 13:00","1753794010","0.0005","0.0015","0.0045","0.0195","0.1","","","","0.0155","0.009","0.0025","0.0015","0.0005"
"07-29-2025 14:00","1753797609","0.0005","0.0025","0.0055","0.0185","0.095","","","","0.0145","0.009","0.0025","0.002","0.0005"
"07-29-2025 15:00","1753801209","0.0005","0.002","0.0055","0.0125","0.075","","","","0.008","0.0065","0.0035","0.001","0.0005"
"07-29-2025 16:00","1753804808","0.0005","0.002","0.0055","0.009","0.035","","","","0.0145","0.0115","0.0035","0.001","0.0005"
"07-29-2025 17:00","1753808409","0.0005","0.004","0.0045","0.013","0.0445","","","","0.0115","0.01","0.0035","0.001","0.0005"
"07-29-2025 18:00","1753812010","0.0005","0.003","0.0045","0.012","0.057","","","","0.01","0.009","0.0035","0.001","0.0005"
"07-29-2025 19:00","1753815609","0.0005","0.003","0.0045","0.0105","0.0475","","","","0.0095","0.009","0.0035","0.001","0.0005"
"07-29-2025 20:00","1753819210","0.0005","0.003","0.0045","0.0105","0.0375","","","","0.0115","0.009","0.0035","0.001","0.0005"
"07-29-2025 21:00","1753822809","0.0005","0.003","0.004","0.011","0.028","","","","0.012","0.009","0.0025","0.0015","0.0005"
"07-29-2025 22:00","1753826408","0.0005","0.0025","0.0045","0.014","0.0325","","","","0.012","0.0085","0.0025","0.0015","0.0005"
"07-29-2025 23:00","1753830010","0.0005","0.0025","0.005","0.0125","0.0515","","","","0.012","0.007","0.0025","0.0015","0.0005"
"07-30-2025 00:00","1753833610","0.0005","0.0025","0.0055","0.0115","0.051","","","","0.011","0.007","0.0025","0.0015","0.0005"
"07-30-2025 01:00","1753837209","0.0005","0.0015","0.0035","0.0065","0.0365","","","","0.007","0.007","0.0025","0.0015","0.0005"
"07-30-2025 02:00","1753840809","0.0005","0.0015","0.0035","0.0085","0.0335","","","","0.007","0.007","0.0025","0.0015","0.0005"
"07-30-2025 03:00","1753844410","0.0005","0.0025","0.0025","0.0075","0.0255","","","","0.0085","0.0065","0.0025","0.0015","0.0005"
"07-30-2025 04:00","1753848010","0.0005","0.0025","0.0025","0.0075","0.033","","","","0.0085","0.0065","0.0025","0.0015","0.0005"
"07-30-2025 05:00","1753851610","0.0005","0.0025","0.0025","0.008","0.03","","","","0.0085","0.006","0.0025","0.0015","0.0005"
"07-30-2025 06:00","1753855208","0.0005","0.0015","0.0025","0.0075","0.025","","","","0.0075","0.0055","0.002","0.0015","0.0005"
"07-30-2025 07:00","1753858808","0.0005","0.0015","0.0025","0.008","0.031","","","","0.0075","0.0055","0.0015","0.0015","0.0005"
"07-30-2025 08:00","1753862409","0.0005","0.0015","0.0025","0.0085","0.0285","","","","0.007","0.0025","0.0015","0.001","0.0005"
"07-30-2025 09:00","1753866010","0.0005","0.002","0.0025","0.0085","0.029","","","","0.0055","0.003","0.0015","0.001","0.0005"
"07-30-2025 10:00","1753869609","0.0005","0.002","0.0025","0.008","0.0305","","","","0.007","0.0025","0.0015","0.001","0.0005"
"07-30-2025 11:00","1753873210","0.0005","0.002","0.002","0.0075","0.0285","","","","0.007","0.003","0.002","0.001","0.0005"
"07-30-2025 12:00","1753876809","0.0005","0.002","0.002","0.0075","0.028","","","","0.008","0.003","0.002","0.001","0.0005"
"07-30-2025 13:00","1753880408","0.0005","0.002","0.002","0.0075","0.0285","","","","0.008","0.003","0.002","0.001","0.0005"
"07-30-2025 14:00","1753884010","0.0005","0.002","0.002","0.0065","0.028","","","","0.008","0.003","0.002","0.001","0.0005"
"07-30-2025 15:00","1753887609","0.0005","0.0025","0.0025","0.0045","0.0365","","","","0.007","0.003","0.0015","0.001","0.0005"
"07-30-2025 16:00","1753891210","0.0005","0.0025","0.002","0.005","0.025","","","","0.006","0.003","0.0015","0.001","0.0005"
"07-30-2025 17:00","1753894809","0.0005","0.0025","0.003","0.0055","0.017","","","","0.006","0.0045","0.0015","0.001","0.0005"
"07-30-2025 18:00","1753898409","0.0005","0.0025","0.003","0.0055","0.027","","","","0.005","0.0075","0.0015","0.001","0.0005"
"07-30-2025 19:00","1753902009","0.0005","0.0025","0.002","0.0025","0.0075","","","","0.008","0.0065","0.0015","0.001","0.0005"
"07-30-2025 20:00","1753905609","0.0005","0.0015","0.004","0.005","0.01","","","","0.007","0.0055","0.0015","0.0005","0.0005"
"07-30-2025 21:00","1753909210","0.0005","0.001","0.002","0.002","0.0145","","","","0.007","0.0045","0.0015","0.0005","0.0005"
"07-30-2025 22:00","1753912809","0.001","0.0015","0.002","0.002","0.0125","","","","0.0075","0.002","0.0015","0.0005","0.0005"
"07-30-2025 23:00","1753916409","0.0005","0.0005","0.001","0.002","0.0075","","","","0.007","0.002","0.0015","0.0005","0.0005"
"07-31-2025 00:00","1753920008","0.0005","0.0005","0.001","0.002","0.007","","","","0.0035","0.002","0.0015","0.0005","0.0005"
"07-31-2025 01:00","1753923610","0.0005","0.001","0.001","0.0025","0.01","","","","0.003","0.001","0.0015","0.0005","0.0005"
"07-31-2025 02:00","1753927210","0.0005","0.0005","0.0005","0.002","0.016","","","","0.003","0.001","0.0015","0.0005","0.0005"
"07-31-2025 03:00","1753930808","0.0005","0.0005","0.0005","0.002","0.0075","","","","0.0025","0.0015","0.0005","0.0005","0.0005"
"07-31-2025 04:00","1753934409","0.0015","0.0015","0.0005","0.0015","0.0045","","","","0.0025","0.0005","0.0005","0.0005","0.0005"
"07-31-2025 05:00","1753938010","0.0005","0.001","0.0005","0.0015","0.0075","","","","0.002","0.0005","0.0005","0.0005","0.0005"
"07-31-2025 06:00","1753941609","0.0005","0.001","0.0015","0.002","0.0065","","","","0.002","0.0005","0.0005","0.0005","0.0005"
"07-31-2025 07:00","1753945210","0.0005","0.0005","0.0015","0.002","0.0135","","","","0.002","0.0005","0.0005","0.0005","0.0005"
"07-31-2025 08:00","1753948809","0.0005","0.001","0.0015","0.002","0.01","","","","0.002","0.0005","0.0005","0.0005","0.0005"
"07-31-2025 09:00","1753952409","0.0005","0.001","0.0015","0.002","0.009","","","","0.002","0.0005","0.0005","0.0005","0.0005"
"07-31-2025 10:00","1753956010","0.0005","0.0005","0.0015","0.002","0.0065","","","","0.002","0.0005","0.0005","0.0005","0.0005"
"07-31-2025 11:00","1753959608","0.0005","0.001","0.0015","0.0015","0.0045","","","","0.0025","0.0015","0.0005","0.0005","0.0005"
"07-31-2025 12:00","1753963208","0.0005","0.0005","0.0005","0.0015","0.0055","","","","0.002","0.0015","0.0005","0.0005","0.0005"
"07-31-2025 13:00","1753966810","0.0005","0.0005","0.0005","0.0015","0.0035","","","","0.002","0.0015","0.0005","0.0005","0.0005"
"07-31-2025 14:00","1753970409","0.0005","0.0005","0.0005","0.001","0.0025","","","","0.0015","0.001","0.0005","0.0005","0.0005"
"07-31-2025 15:00","1753974009","0.0005","0.0005","0.001","0.0015","0.002","","","","0.0005","0.001","0.001","0.0005","0.0005"
"07-31-2025 16:00","1753977609","0.0005","0.0005","0.001","0.0015","0.0015","","","","0.0005","0.0005","0.001","0.0005","0.0005"
"07-31-2025 17:00","1753981208","0.0005","0.001","0.0015","0.002","0.0015","","","","0.0005","0.0015","0.0005","0.0005","0.0005"
"07-31-2025 18:00","1753984810","0.0005","0.0005","0.0005","0.0025","0.0015","","","","0.0015","0.0015","0.0005","0.0005","0.0005"
"07-31-2025 19:00","1753988409","0.0005","0.0005","0.001","0.002","0.0025","","","","0.001","0.001","0.0005","0.0005","0.0005"
"07-31-2025 20:00","1753992009","0.0005","0.0005","0.0015","0.001","0.0015","","","","0.0005","0.001","0.0005","0.0005","0.0005"
"07-31-2025 21:00","1753995610","0.0005","0.0005","0.0015","0.001","0.002","","","","0.0005","0.001","0.0005","0.0005","0.0005"
"07-31-2025 22:00","1753999209","0.0005","0.0005","0.0015","0.001","0.0025","","","","0.0015","0.001","0.0005","0.0005","0.001"
"07-31-2025 23:00","1754002809","0.0005","0.0005","0.0005","0.0005","0.0005","","","","0.0015","0.0005","0.0005","0.0005","0.0005"
"08-01-2025 00:00","1754006409","0.0005","0.0025","0.0005","0.0005","0.0015","","","","0.0015","0.0005","0.0005","0.0015","0.0005"
"08-01-2025 01:00","1754010009","0.0005","0.0005","0.0005","0.0005","0.0015","","","","0.0005","0.0005","0.0005","0.0005","0.0005"
"08-01-2025 02:00","1754013610","0.0005","0.0005","0.0005","0.0005","0.0005","","","","0.0015","0.0005","0.0005","0.0005","0.0005"
"08-01-2025 03:00","1754017208","0.0005","0.0005","0.0005","0.0005","0.0005","","","","0.0005","0.0005","0.0005","0.0005","0.0005"
"08-01-2025 04:00","1754020809","0.0005","0.0005","0.0005","0.0005","0.0005","","","","0.0005","0.0005","0.0005","0.0005","0.0005"
"08-01-2025 05:00","1754024408","0.0005","0.0005","0.0005","0.0005","0.0005","","","","0.0005","0.0005","0.0005","0.0005","0.0005"
"08-01-2025 06:00","1754028008","0.0005","0.0005","0.0005","0.0005","0.0005","","","","0.0005","0.0005","0.0005","0.0005","0.0005"