trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,combo_id,combo_trade_id,liquidation,block_rfq_id,unix_sec
422,ETH-257690544,1752565243314,2,0.027,0.026738,64.83,ETH-25JUL25-3100-C,2980.28,buy,1.0,1.0,,,,,,,1752565243.314
423,ETH-257690675,1752565338720,3,0.027,0.02692,64.56,ETH-25JUL25-3100-C,2981.46,buy,1.0,1.0,,,,,,,1752565338.72
424,ETH-257690676,1752565338755,3,0.027,0.02692,64.56,ETH-25JUL25-3100-C,2981.46,buy,1.0,1.0,,,,,,,1752565338.755
425,ETH-257692074,1752565972864,2,0.0265,0.026382,64.68,ETH-25JUL25-3100-C,2977.33,buy,1.0,1.0,,,,,,,1752565972.864
426,ETH-257692076,1752565972895,3,0.0265,0.026382,64.68,ETH-25JUL25-3100-C,2977.33,buy,10.0,10.0,,,,,,,1752565972.895
427,ETH-257694653,1752567704460,2,0.0245,0.024565,64.12,ETH-25JUL25-3100-C,2963.92,buy,1.0,1.0,,,,,,,1752567704.46
428,ETH-257694654,1752567704466,3,0.0245,0.024565,64.12,ETH-25JUL25-3100-C,2963.92,buy,2.0,2.0,,,,,,,1752567704.466
429,ETH-257695007,1752568083502,0,0.0255,0.025814,63.67,ETH-25JUL25-3100-C,2974.74,sell,2.0,2.0,,,,,,,1752568083.502
431,ETH-257697276,1752570707711,1,0.0265,0.026335,63.24,ETH-25JUL25-3100-C,2985.39,buy,27.0,27.0,,,,,,,1752570707.711
430,ETH-257697275,1752570707711,0,0.0265,0.026335,63.24,ETH-25JUL25-3100-C,2985.39,buy,1.0,1.0,,,,,,,1752570707.711
432,ETH-257697285,1752570712668,1,0.0265,0.026352,63.24,ETH-25JUL25-3100-C,2985.39,buy,5.0,5.0,,,,,,,1752570712.668
433,ETH-257698019,1752571551993,2,0.026,0.026364,62.67,ETH-25JUL25-3100-C,2984.03,sell,1.0,1.0,,,,,,,1752571551.993
434,ETH-257709779,1752582740688,0,0.029,0.028416,63.57,ETH-25JUL25-3100-C,3006.1,buy,2.0,2.0,,,,,,,1752582740.688
435,ETH-257711633,1752583339228,2,0.026,0.026217,62.56,ETH-25JUL25-3100-C,2987.8,sell,10.0,10.0,,,,,,,1752583339.228
436,ETH-257711639,1752583341737,2,0.0255,0.026168,61.87,ETH-25JUL25-3100-C,2987.25,sell,4.0,4.0,,,,,,,1752583341.737
437,ETH-257716051,1752584881483,0,0.0305,0.029953,63.85,ETH-25JUL25-3100-C,3017.16,buy,127.0,127.0,,,,,,,1752584881.483
438,ETH-257716052,1752584881483,1,0.0305,0.029953,63.85,ETH-25JUL25-3100-C,3017.16,buy,14.0,14.0,,,,,,,1752584881.483
439,ETH-257717034,1752585433652,0,0.031,0.030937,63.89,ETH-25JUL25-3100-C,3020.78,buy,50.0,50.0,,,,,,,1752585433.652
440,ETH-257717040,1752585435809,1,0.031,0.030868,64.08,ETH-25JUL25-3100-C,3019.89,buy,50.0,50.0,,,,,,,1752585435.809
441,ETH-257717046,1752585436345,1,0.031,0.030868,64.08,ETH-25JUL25-3100-C,3019.89,buy,50.0,50.0,,,,,,,1752585436.345
442,ETH-257718768,1752586147784,0,0.0325,0.032237,64.13,ETH-25JUL25-3100-C,3030.94,buy,5.0,5.0,,,,,,,1752586147.784
443,ETH-257719794,1752586506669,1,0.0325,0.032432,63.82,ETH-25JUL25-3100-C,3032.51,buy,1.0,1.0,,,,,,,1752586506.669
444,ETH-257721497,1752587139646,0,0.035,0.034818,64.23,ETH-25JUL25-3100-C,3048.15,buy,1.0,1.0,,,,,,,1752587139.646
445,ETH-257722718,1752587343801,0,0.0375,0.036866,65.45,ETH-25JUL25-3100-C,3060.04,sell,4.0,4.0,,,,,,,1752587343.801
446,ETH-257722719,1752587343913,1,0.0375,0.036866,65.45,ETH-25JUL25-3100-C,3060.04,sell,1.0,1.0,,,,,,,1752587343.913
447,ETH-257723689,1752587535961,2,0.0371,0.036796,65.6,ETH-25JUL25-3100-C,3056.92,buy,1000.0,1000.0,2.0,BLOCK-210895,ETH-RR-25JUL25-3000_3100,,,,1752587535.961
448,ETH-257723704,1752587537521,2,0.037,0.036623,65.75,ETH-25JUL25-3100-C,3055.62,buy,12.0,12.0,,,,,,,1752587537.521
449,ETH-257725422,1752587930544,2,0.0365,0.036348,65.61,ETH-25JUL25-3100-C,3052.75,buy,22.0,22.0,,,,,,,1752587930.544
450,ETH-257725652,1752588060168,3,0.0365,0.035902,66.38,ETH-25JUL25-3100-C,3049.01,buy,125.0,125.0,2.0,BLOCK-210901,ETH-STRD-25JUL25-3100,,,,1752588060.168
451,ETH-257725821,1752588107332,2,0.036,0.036406,64.72,ETH-25JUL25-3100-C,3052.92,buy,125.0,125.0,2.0,BLOCK-210902,ETH-STRD-25JUL25-3100,,,,1752588107.332
452,ETH-257725850,1752588140049,0,0.037,0.036481,66.23,ETH-25JUL25-3100-C,3053.06,buy,125.0,125.0,2.0,BLOCK-210904,ETH-STRD-25JUL25-3100,,,,1752588140.049
453,ETH-257729060,1752589461225,2,0.036,0.03645,65.68,ETH-25JUL25-3100-C,3048.38,sell,19.0,19.0,,,,,,,1752589461.225
454,ETH-257729064,1752589461233,3,0.036,0.03645,65.68,ETH-25JUL25-3100-C,3048.38,sell,1.0,1.0,,,,,,,1752589461.233
455,ETH-257729473,1752589685982,3,0.036,0.036245,65.82,ETH-25JUL25-3100-C,3047.69,sell,1.0,1.0,,,,,,,1752589685.982
456,ETH-257729952,1752589950184,2,0.0355,0.035399,66.23,ETH-25JUL25-3100-C,3041.75,buy,5.0,5.0,,,,,,,1752589950.184
457,ETH-257730223,1752590123389,0,0.036,0.036269,65.82,ETH-25JUL25-3100-C,3046.91,sell,1.0,1.0,,,,,,,1752590123.389
458,ETH-257730292,1752590141639,0,0.0362,0.035609,67.12,ETH-25JUL25-3100-C,3042.52,buy,1000.0,1000.0,2.0,BLOCK-210919,ETH-RR-25JUL25-3000_3100,,,,1752590141.639
459,ETH-257743992,1752594043956,2,0.0315,0.031739,66.37,ETH-25JUL25-3100-C,3012.21,sell,2.0,2.0,,,,,,,1752594043.956
460,ETH-257744352,1752594211607,0,0.034,0.033583,67.2,ETH-25JUL25-3100-C,3026.24,buy,147.0,147.0,,,,,,,1752594211.607
461,ETH-257744526,1752594243709,1,0.034,0.034036,66.5,ETH-25JUL25-3100-C,3029.94,sell,2.0,2.0,,,,,,,1752594243.709
462,ETH-257744957,1752594340302,0,0.035,0.035222,66.46,ETH-25JUL25-3100-C,3037.36,sell,1.0,1.0,,,,,,,1752594340.302
463,ETH-257747043,1752594624714,0,0.037,0.036763,67.61,ETH-25JUL25-3100-C,3045.76,sell,2.0,2.0,,,,,,,1752594624.714
464,ETH-257747621,1752594738187,1,0.037,0.037134,67.72,ETH-25JUL25-3100-C,3045.08,sell,2.0,2.0,,,,,,,1752594738.187
465,ETH-257747879,1752594761978,1,0.037,0.036841,68.06,ETH-25JUL25-3100-C,3043.59,sell,2.0,2.0,,,,,,,1752594761.978
466,ETH-257748362,1752594865242,2,0.0365,0.036469,68.07,ETH-25JUL25-3100-C,3040.37,sell,2.0,2.0,,,,,,,1752594865.242
467,ETH-257748373,1752594875158,3,0.0365,0.03657,67.9,ETH-25JUL25-3100-C,3041.14,sell,12.0,12.0,,,,,,,1752594875.158
468,ETH-257748374,1752594875167,3,0.0365,0.03657,67.9,ETH-25JUL25-3100-C,3041.14,sell,12.0,12.0,,,,,,,1752594875.167
469,ETH-257753221,1752596811074,3,0.0365,0.036742,67.24,ETH-25JUL25-3100-C,3045.59,sell,18.0,18.0,,,,,,,1752596811.074
470,ETH-257753222,1752596811087,3,0.0365,0.036742,67.24,ETH-25JUL25-3100-C,3045.59,sell,2.0,2.0,,,,,,,1752596811.087
471,ETH-257753223,1752596811132,3,0.0365,0.036742,67.24,ETH-25JUL25-3100-C,3045.59,sell,2.0,2.0,,,,,,,1752596811.132
472,ETH-257753240,1752596816222,3,0.0365,0.036529,67.55,ETH-25JUL25-3100-C,3044.16,sell,28.0,28.0,,,,,,,1752596816.222
473,ETH-257755357,1752598170752,0,0.038,0.038338,67.05,ETH-25JUL25-3100-C,3056.4,sell,1.0,1.0,,,,,,,1752598170.752
474,ETH-257756451,1752598888454,2,0.037,0.037217,67.42,ETH-25JUL25-3100-C,3047.68,sell,1.0,1.0,,,,,,,1752598888.454
475,ETH-257756849,1752599282292,2,0.0365,0.036591,67.46,ETH-25JUL25-3100-C,3044.13,buy,150.0,150.0,,,ETH-CDIAG-25JUL25_18JUL25-3100_2800,ETH-257756847,,,1752599282.292
476,ETH-257757948,1752600211204,0,0.0374,0.038033,66.53,ETH-25JUL25-3100-C,3054.69,sell,500.0,500.0,2.0,BLOCK-210976,,,,8822.0,1752600211.204
477,ETH-257759274,1752600591718,0,0.0415,0.041336,67.87,ETH-25JUL25-3100-C,3076.53,sell,6.0,6.0,,,,,,,1752600591.718
478,ETH-257761348,1752601455939,0,0.0425,0.04181,68.86,ETH-25JUL25-3100-C,3079.17,buy,217.0,217.0,,,,,,,1752601455.939
479,ETH-257761373,1752601455974,1,0.0425,0.04181,68.86,ETH-25JUL25-3100-C,3079.17,buy,6.0,6.0,,,,,,,1752601455.974
480,ETH-257761375,1752601455983,1,0.0425,0.04181,68.86,ETH-25JUL25-3100-C,3079.17,buy,20.0,20.0,,,,,,,1752601455.983
481,ETH-257761376,1752601455993,1,0.0425,0.04181,68.86,ETH-25JUL25-3100-C,3079.17,buy,138.0,138.0,,,,,,,1752601455.993
482,ETH-257761381,1752601456007,1,0.0425,0.04181,68.86,ETH-25JUL25-3100-C,3079.17,buy,119.0,119.0,,,,,,,1752601456.007
483,ETH-257763317,1752601888731,0,0.044,0.044075,68.13,ETH-25JUL25-3100-C,3091.84,sell,1.0,1.0,,,,,,,1752601888.731
484,ETH-257765830,1752602824866,1,0.044,0.044094,68.35,ETH-25JUL25-3100-C,3090.85,sell,20.0,20.0,,,,,,,1752602824.866
485,ETH-257765832,1752602824872,1,0.044,0.044094,68.35,ETH-25JUL25-3100-C,3090.85,sell,4.0,4.0,,,,,,,1752602824.872
486,ETH-257768538,1752603316836,0,0.045,0.04471,69.34,ETH-25JUL25-3100-C,3092.11,buy,20.0,20.0,,,,,,,1752603316.836
487,ETH-257768689,1752603362325,1,0.045,0.044688,69.69,ETH-25JUL25-3100-C,3090.75,buy,2.0,2.0,,,,,,,1752603362.325
488,ETH-257768690,1752603362327,1,0.045,0.044688,69.69,ETH-25JUL25-3100-C,3090.75,sell,3.0,3.0,,,,,,,1752603362.327
489,ETH-257769428,1752603681454,2,0.0445,0.044754,68.75,ETH-25JUL25-3100-C,3091.74,sell,300.0,300.0,1.0,BLOCK-210996,,,,8828.0,1752603681.454
490,ETH-257770334,1752603996849,2,0.044,0.044171,68.83,ETH-25JUL25-3100-C,3088.7,sell,42.0,42.0,,,,,,,1752603996.849
491,ETH-257773073,1752604422794,2,0.039,0.040071,67.55,ETH-25JUL25-3100-C,3061.81,sell,2.0,2.0,,,,,,,1752604422.794
492,ETH-257779399,1752606650833,0,0.0435,0.042922,69.6,ETH-25JUL25-3100-C,3082.7,buy,3.0,3.0,,,,,T,,1752606650.833
493,ETH-257779680,1752606895386,2,0.043,0.042928,68.98,ETH-25JUL25-3100-C,3082.43,sell,11.0,11.0,,,,,,,1752606895.386
494,ETH-257786254,1752609894067,2,0.0365,0.036573,69.09,ETH-25JUL25-3100-C,3038.28,sell,1.0,1.0,,,,,,,1752609894.067
495,ETH-257795341,1752619959522,0,0.043,0.043105,67.72,ETH-25JUL25-3100-C,3090.95,sell,8.0,8.0,,,,,,,1752619959.522
496,ETH-257795351,1752619961337,1,0.043,0.043156,67.78,ETH-25JUL25-3100-C,3090.69,sell,8.0,8.0,,,,,,,1752619961.337
497,ETH-257806119,1752623397146,0,0.0505,0.050468,68.76,ETH-25JUL25-3100-C,3135.63,sell,16.0,16.0,,,,,,,1752623397.146
498,ETH-257806141,1752623405072,1,0.0505,0.050473,68.81,ETH-25JUL25-3100-C,3135.48,sell,30.0,30.0,,,,,,,1752623405.072
499,ETH-257806155,1752623405214,1,0.0505,0.050473,68.81,ETH-25JUL25-3100-C,3135.48,sell,32.0,32.0,,,,,,,1752623405.214
500,ETH-257806156,1752623405314,1,0.0505,0.050473,68.81,ETH-25JUL25-3100-C,3135.48,sell,8.0,8.0,,,,,,,1752623405.314
501,ETH-257806157,1752623405412,1,0.0505,0.050473,68.81,ETH-25JUL25-3100-C,3135.48,sell,9.0,9.0,,,,,,,1752623405.412
502,ETH-257806158,1752623405512,1,0.0505,0.050473,68.81,ETH-25JUL25-3100-C,3135.48,sell,11.0,11.0,,,,,,,1752623405.512
503,ETH-257806159,1752623405615,1,0.0505,0.050473,68.81,ETH-25JUL25-3100-C,3135.48,sell,21.0,21.0,,,,,,,1752623405.615
504,ETH-257806160,1752623405712,1,0.0505,0.050473,68.81,ETH-25JUL25-3100-C,3135.48,sell,6.0,6.0,,,,,,,1752623405.712
505,ETH-257806161,1752623405812,1,0.0505,0.050473,68.81,ETH-25JUL25-3100-C,3135.48,sell,6.0,6.0,,,,,,,1752623405.812
506,ETH-257806162,1752623405913,1,0.0505,0.050473,68.81,ETH-25JUL25-3100-C,3135.48,sell,10.0,10.0,,,,,,,1752623405.913
507,ETH-257806163,1752623406016,1,0.0505,0.05038,68.98,ETH-25JUL25-3100-C,3134.85,sell,22.0,22.0,,,,,,,1752623406.016
508,ETH-257806385,1752623566705,1,0.0505,0.050451,69.19,ETH-25JUL25-3100-C,3133.94,sell,9.0,9.0,,,,,,,1752623566.705
509,ETH-257806396,1752623568281,1,0.0505,0.050418,69.27,ETH-25JUL25-3100-C,3133.69,sell,25.0,25.0,,,,,,,1752623568.281
510,ETH-257806579,1752623787711,0,0.0515,0.051542,69.35,ETH-25JUL25-3100-C,3139.25,sell,9.0,9.0,,,,,,,1752623787.711
511,ETH-257806580,1752623787812,1,0.0515,0.051542,69.35,ETH-25JUL25-3100-C,3139.25,sell,12.0,12.0,,,,,,,1752623787.812
512,ETH-257806581,1752623787911,1,0.0515,0.051542,69.35,ETH-25JUL25-3100-C,3139.25,sell,11.0,11.0,,,,,,,1752623787.911
513,ETH-257806582,1752623788013,1,0.0515,0.051542,69.35,ETH-25JUL25-3100-C,3139.25,sell,9.0,9.0,,,,,,,1752623788.013
514,ETH-257806583,1752623788110,1,0.0515,0.051542,69.35,ETH-25JUL25-3100-C,3139.25,sell,27.0,27.0,,,,,,,1752623788.11
515,ETH-257806584,1752623788212,1,0.0515,0.051542,69.35,ETH-25JUL25-3100-C,3139.25,sell,23.0,23.0,,,,,,,1752623788.212
516,ETH-257806585,1752623788311,1,0.0515,0.051542,69.35,ETH-25JUL25-3100-C,3139.25,sell,16.0,16.0,,,,,,,1752623788.311
517,ETH-257806586,1752623788412,1,0.0515,0.051542,69.35,ETH-25JUL25-3100-C,3139.25,sell,30.0,30.0,,,,,,,1752623788.412
518,ETH-257806587,1752623788981,1,0.0515,0.051564,69.37,ETH-25JUL25-3100-C,3139.18,sell,21.0,21.0,,,,,,,1752623788.981
519,ETH-257806590,1752623791594,1,0.0515,0.05155,69.45,ETH-25JUL25-3100-C,3138.89,sell,32.0,32.0,,,,,,,1752623791.594
520,ETH-257806591,1752623794164,1,0.0515,0.051504,69.5,ETH-25JUL25-3100-C,3138.71,sell,26.0,26.0,,,,,,,1752623794.164
521,ETH-257806592,1752623795972,1,0.0515,0.051481,69.53,ETH-25JUL25-3100-C,3138.63,sell,29.0,29.0,,,,,,,1752623795.972
522,ETH-257806600,1752623800582,1,0.0515,0.051497,69.49,ETH-25JUL25-3100-C,3138.77,sell,18.0,18.0,,,,,,,1752623800.582
523,ETH-257806601,1752623800718,1,0.0515,0.051497,69.49,ETH-25JUL25-3100-C,3138.77,sell,7.0,7.0,,,,,,,1752623800.718
524,ETH-257806602,1752623800812,1,0.0515,0.051497,69.49,ETH-25JUL25-3100-C,3138.77,sell,8.0,8.0,,,,,,,1752623800.812
525,ETH-257806603,1752623800960,1,0.0515,0.051497,69.49,ETH-25JUL25-3100-C,3138.77,sell,20.0,20.0,,,,,,,1752623800.96
526,ETH-257806604,1752623801111,1,0.0515,0.051497,69.49,ETH-25JUL25-3100-C,3138.77,sell,7.0,7.0,,,,,,,1752623801.111
527,ETH-257806605,1752623801111,1,0.0515,0.051497,69.49,ETH-25JUL25-3100-C,3138.77,sell,4.0,4.0,,,,,,,1752623801.111
528,ETH-257806606,1752623801212,1,0.0515,0.051497,69.49,ETH-25JUL25-3100-C,3138.77,sell,18.0,18.0,,,,,,,1752623801.212
529,ETH-257806607,1752623801311,1,0.0515,0.051497,69.49,ETH-25JUL25-3100-C,3138.77,sell,12.0,12.0,,,,,,,1752623801.311
530,ETH-257806608,1752623801411,1,0.0515,0.051497,69.49,ETH-25JUL25-3100-C,3138.77,sell,25.0,25.0,,,,,,,1752623801.411
531,ETH-257806609,1752623802086,1,0.0515,0.051508,69.47,ETH-25JUL25-3100-C,3138.84,sell,12.0,12.0,,,,,,,1752623802.086
532,ETH-257806616,1752623811225,1,0.0515,0.05152,69.5,ETH-25JUL25-3100-C,3138.73,sell,16.0,16.0,,,,,,,1752623811.225
533,ETH-257806626,1752623811312,1,0.0515,0.05152,69.5,ETH-25JUL25-3100-C,3138.73,sell,29.0,29.0,,,,,,,1752623811.312
534,ETH-257806627,1752623811411,1,0.0515,0.05152,69.5,ETH-25JUL25-3100-C,3138.73,sell,7.0,7.0,,,,,,,1752623811.411
535,ETH-257806632,1752623812841,1,0.0515,0.051509,69.56,ETH-25JUL25-3100-C,3138.55,sell,22.0,22.0,,,,,,,1752623812.841
536,ETH-257806640,1752623812911,1,0.0515,0.051509,69.56,ETH-25JUL25-3100-C,3138.55,sell,20.0,20.0,,,,,,,1752623812.911
537,ETH-257806641,1752623813327,1,0.0515,0.051509,69.56,ETH-25JUL25-3100-C,3138.55,sell,11.0,11.0,,,,,,,1752623813.327
538,ETH-257806642,1752623813411,1,0.0515,0.051509,69.56,ETH-25JUL25-3100-C,3138.55,sell,14.0,14.0,,,,,,,1752623813.411
539,ETH-257806643,1752623813512,1,0.0515,0.051479,69.61,ETH-25JUL25-3100-C,3138.35,sell,8.0,8.0,,,,,,,1752623813.512
540,ETH-257806644,1752623813611,1,0.0515,0.051479,69.61,ETH-25JUL25-3100-C,3138.35,sell,16.0,16.0,,,,,,,1752623813.611
541,ETH-257806645,1752623813711,1,0.0515,0.051479,69.61,ETH-25JUL25-3100-C,3138.35,sell,22.0,22.0,,,,,,,1752623813.711
542,ETH-257806646,1752623814197,1,0.0515,0.051479,69.61,ETH-25JUL25-3100-C,3138.35,sell,21.0,21.0,,,,,,,1752623814.197
543,ETH-257806647,1752623814312,1,0.0515,0.051479,69.61,ETH-25JUL25-3100-C,3138.35,sell,15.0,15.0,,,,,,,1752623814.312
544,ETH-257806844,1752623846613,0,0.0525,0.052496,69.85,ETH-25JUL25-3100-C,3143.31,sell,15.0,15.0,,,,,,,1752623846.613
545,ETH-257806845,1752623846620,1,0.0525,0.052496,69.85,ETH-25JUL25-3100-C,3143.31,sell,7.0,7.0,,,,,,,1752623846.62
546,ETH-257806846,1752623846797,1,0.0525,0.052496,69.85,ETH-25JUL25-3100-C,3143.31,sell,25.0,25.0,,,,,,,1752623846.797
547,ETH-257806847,1752623846912,1,0.0525,0.052496,69.85,ETH-25JUL25-3100-C,3143.31,sell,11.0,11.0,,,,,,,1752623846.912
548,ETH-257806848,1752623847013,1,0.0525,0.052496,69.85,ETH-25JUL25-3100-C,3143.31,sell,14.0,14.0,,,,,,,1752623847.013
549,ETH-257806849,1752623847112,1,0.0525,0.052496,69.85,ETH-25JUL25-3100-C,3143.31,sell,21.0,21.0,,,,,,,1752623847.112
550,ETH-257806850,1752623847211,1,0.0525,0.052496,69.85,ETH-25JUL25-3100-C,3143.31,sell,15.0,15.0,,,,,,,1752623847.211
551,ETH-257806851,1752623847312,1,0.0525,0.052496,69.85,ETH-25JUL25-3100-C,3143.31,sell,22.0,22.0,,,,,,,1752623847.312
552,ETH-257806955,1752623886894,2,0.052,0.052079,69.76,ETH-25JUL25-3100-C,3140.83,sell,20.0,20.0,,,,,,,1752623886.894
553,ETH-257806967,1752623889611,3,0.052,0.05199,69.99,ETH-25JUL25-3100-C,3139.99,sell,26.0,26.0,,,,,,,1752623889.611
554,ETH-257806968,1752623889719,3,0.052,0.05199,69.99,ETH-25JUL25-3100-C,3139.99,sell,15.0,15.0,,,,,,,1752623889.719
555,ETH-257806987,1752623891579,3,0.052,0.051908,70.01,ETH-25JUL25-3100-C,3139.93,sell,15.0,15.0,,,,,,,1752623891.579
556,ETH-257806988,1752623891580,3,0.052,0.051908,70.01,ETH-25JUL25-3100-C,3139.93,sell,1.0,1.0,,,,,,,1752623891.58
557,ETH-257806989,1752623891585,3,0.052,0.051908,70.01,ETH-25JUL25-3100-C,3139.93,sell,3.0,3.0,,,,,,,1752623891.585
558,ETH-257806993,1752623891657,3,0.052,0.051908,70.01,ETH-25JUL25-3100-C,3139.93,sell,3.0,3.0,,,,,,,1752623891.657
559,ETH-257807039,1752623928031,3,0.052,0.051963,70.09,ETH-25JUL25-3100-C,3139.7,sell,19.0,19.0,,,,,,,1752623928.031
